# L=64 A=10.0000 dir=axial thermostat=on coupling=on gamma=0.0200 T=0.00500 seed=0xE0102001 backend=cpu
tick,manifested_count,cluster_size,positive_count,negative_count,genesis_events,evap_events
0,5,5,1,4,5,0
1,5,5,1,4,0,0
2,5,5,1,4,0,0
3,5,5,1,4,0,0
4,5,5,1,4,0,0
5,6,6,2,4,1,0
6,6,6,2,4,0,0
7,6,6,2,4,0,0
8,7,7,3,4,1,0
9,7,7,3,4,0,0
10,7,7,3,4,0,0
11,7,7,3,4,0,0
12,7,7,3,4,0,0
13,7,7,3,4,0,0
14,7,7,3,4,0,0
15,7,7,3,4,0,0
16,7,7,3,4,0,0
17,7,7,3,4,0,0
18,7,7,3,4,0,0
19,7,7,3,4,0,0
20,7,7,3,4,0,0
21,7,7,3,4,0,0
22,7,7,3,4,0,0
23,7,7,3,4,0,0
24,7,7,3,4,0,0
25,7,7,3,4,0,0
26,7,7,3,4,0,0
27,7,7,3,4,0,0
28,7,7,3,4,0,0
29,7,7,3,4,0,0
30,7,7,3,4,0,0
31,7,7,3,4,0,0
32,7,7,3,4,0,0
33,7,7,3,4,0,0
34,7,7,3,4,0,0
35,7,7,3,4,0,0
36,7,7,3,4,0,0
37,7,7,3,4,0,0
38,7,7,3,4,0,0
39,7,7,3,4,0,0
40,7,7,3,4,0,0
41,7,7,3,4,0,0
42,7,7,3,4,0,0
43,7,7,3,4,0,0
44,7,7,3,4,0,0
45,7,7,3,4,0,0
46,7,7,3,4,0,0
47,7,7,3,4,0,0
48,7,7,3,4,0,0
49,7,7,3,4,0,0
50,7,7,3,4,0,0
51,7,7,3,4,0,0
52,7,7,3,4,0,0
53,7,7,3,4,0,0
54,7,7,3,4,0,0
55,7,7,3,4,0,0
56,7,7,3,4,0,0
57,7,7,3,4,0,0
58,7,7,3,4,0,0
59,7,7,3,4,0,0
60,7,7,3,4,0,0
61,7,7,3,4,0,0
62,7,7,3,4,0,0
63,7,7,3,4,0,0
64,7,7,3,4,0,0
65,7,7,3,4,0,0
66,7,7,3,4,0,0
67,7,7,3,4,0,0
68,7,7,3,4,0,0
69,7,7,3,4,0,0
70,7,7,3,4,0,0
71,7,7,3,4,0,0
72,7,7,3,4,0,0
73,7,7,3,4,0,0
74,7,7,3,4,0,0
75,7,7,3,4,0,0
76,7,7,3,4,0,0
77,7,7,3,4,0,0
78,7,7,3,4,0,0
79,7,7,3,4,0,0
80,7,7,3,4,0,0
81,7,7,3,4,0,0
82,7,7,3,4,0,0
83,7,7,3,4,0,0
84,7,7,3,4,0,0
85,7,7,3,4,0,0
86,7,7,3,4,0,0
87,6,6,3,3,0,1
88,6,6,3,3,0,0
89,6,6,3,3,0,0
90,6,6,3,3,0,0
91,6,6,3,3,0,0
92,6,6,3,3,0,0
93,6,6,3,3,0,0
94,6,6,3,3,0,0
95,6,6,3,3,0,0
96,6,6,3,3,0,0
97,6,6,3,3,0,0
