profile,x,y,z,psi_sq_target,sigma_sq,long_count,freq_long,first_event_count,hist_first,in_mask
P1_gaussian,18,1,3,0.000002,0.000002,512,0.085333,0,0.000000,0
P1_gaussian,18,1,4,0.000005,0.000006,522,0.087000,0,0.000000,0
P1_gaussian,18,1,5,0.000011,0.000014,558,0.093000,0,0.000000,0
P1_gaussian,18,1,6,0.000022,0.000029,563,0.093833,0,0.000000,0
P1_gaussian,18,1,7,0.000041,0.000054,558,0.093000,0,0.000000,0
P1_gaussian,18,1,8,0.000067,0.000089,594,0.099000,0,0.000000,0
P1_gaussian,18,1,9,0.000099,0.000132,564,0.094000,0,0.000000,0
P1_gaussian,18,1,10,0.000130,0.000174,570,0.095000,0,0.000000,0
P1_gaussian,18,1,11,0.000154,0.000205,585,0.097500,0,0.000000,0
P1_gaussian,18,1,12,0.000163,0.000217,568,0.094667,0,0.000000,0
P1_gaussian,18,1,13,0.000154,0.000205,570,0.095000,0,0.000000,0
P1_gaussian,18,1,14,0.000130,0.000174,596,0.099333,0,0.000000,0
P1_gaussian,18,1,15,0.000099,0.000132,563,0.093833,0,0.000000,0
P1_gaussian,18,1,16,0.000067,0.000089,617,0.102833,0,0.000000,0
P1_gaussian,18,1,17,0.000041,0.000054,557,0.092833,0,0.000000,0
P1_gaussian,18,1,18,0.000022,0.000029,577,0.096167,0,0.000000,0
P1_gaussian,18,1,19,0.000011,0.000014,557,0.092833,0,0.000000,0
P1_gaussian,18,1,20,0.000005,0.000006,528,0.088000,0,0.000000,0
P1_gaussian,18,1,21,0.000002,0.000002,520,0.086667,0,0.000000,0
P1_gaussian,18,1,22,0.000001,0.000001,518,0.086333,0,0.000000,0
P1_gaussian,18,1,23,0.000000,0.000000,476,0.079333,0,0.000000,0
P1_gaussian,18,2,0,0.000000,0.000000,482,0.080333,0,0.000000,0
P1_gaussian,18,2,1,0.000001,0.000001,480,0.080000,0,0.000000,0
P1_gaussian,18,2,2,0.000002,0.000003,497,0.082833,0,0.000000,0
P1_gaussian,18,2,3,0.000006,0.000008,526,0.087667,0,0.000000,0
P1_gaussian,18,2,4,0.000015,0.000020,530,0.088333,0,0.000000,0
P1_gaussian,18,2,5,0.000034,0.000046,544,0.090667,0,0.000000,0
P1_gaussian,18,2,6,0.000071,0.000094,569,0.094833,0,0.000000,0
P1_gaussian,18,2,7,0.000130,0.000174,594,0.099000,0,0.000000,0
P1_gaussian,18,2,8,0.000215,0.000287,573,0.095500,0,0.000000,0
P1_gaussian,18,2,9,0.000317,0.000423,592,0.098667,0,0.000000,0
P1_gaussian,18,2,10,0.000419,0.000559,562,0.093667,0,0.000000,0
P1_gaussian,18,2,11,0.000495,0.000660,529,0.088167,0,0.000000,0
P1_gaussian,18,2,12,0.000523,0.000698,560,0.093333,0,0.000000,0
P1_gaussian,18,2,13,0.000495,0.000660,543,0.090500,0,0.000000,0
P1_gaussian,18,2,14,0.000419,0.000559,592,0.098667,0,0.000000,0
P1_gaussian,18,2,15,0.000317,0.000423,575,0.095833,0,0.000000,0
P1_gaussian,18,2,16,0.000215,0.000287,601,0.100167,0,0.000000,0
P1_gaussian,18,2,17,0.000130,0.000174,584,0.097333,0,0.000000,0
P1_gaussian,18,2,18,0.000071,0.000094,564,0.094000,0,0.000000,0
P1_gaussian,18,2,19,0.000034,0.000046,526,0.087667,0,0.000000,0
P1_gaussian,18,2,20,0.000015,0.000020,525,0.087500,0,0.000000,0
P1_gaussian,18,2,21,0.000006,0.000008,503,0.083833,0,0.000000,0
P1_gaussian,18,2,22,0.000002,0.000003,528,0.088000,0,0.000000,0
P1_gaussian,18,2,23,0.000001,0.000001,490,0.081667,0,0.000000,0
P1_gaussian,18,3,0,0.000001,0.000001,494,0.082333,0,0.000000,0
P1_gaussian,18,3,1,0.000002,0.000002,516,0.086000,0,0.000000,0
P1_gaussian,18,3,2,0.000006,0.000008,528,0.088000,0,0.000000,0
P1_gaussian,18,3,3,0.000017,0.000022,562,0.093667,0,0.000000,0
P1_gaussian,18,3,4,0.000043,0.000057,531,0.088500,0,0.000000,0
P1_gaussian,18,3,5,0.000099,0.000132,527,0.087833,0,0.000000,0
P1_gaussian,18,3,6,0.000203,0.000271,541,0.090167,0,0.000000,0
P1_gaussian,18,3,7,0.000375,0.000500,555,0.092500,0,0.000000,0
P1_gaussian,18,3,8,0.000618,0.000824,579,0.096500,0,0.000000,0
P1_gaussian,18,3,9,0.000912,0.001216,547,0.091167,0,0.000000,0
P1_gaussian,18,3,10,0.001204,0.001605,563,0.093833,0,0.000000,0
P1_gaussian,18,3,11,0.001422,0.001896,584,0.097333,0,0.000000,0
P1_gaussian,18,3,12,0.001503,0.002005,552,0.092000,0,0.000000,0
P1_gaussian,18,3,13,0.001422,0.001896,549,0.091500,0,0.000000,0
P1_gaussian,18,3,14,0.001204,0.001605,581,0.096833,0,0.000000,0
P1_gaussian,18,3,15,0.000912,0.001216,585,0.097500,0,0.000000,0
P1_gaussian,18,3,16,0.000618,0.000824,534,0.089000,0,0.000000,0
P1_gaussian,18,3,17,0.000375,0.000500,571,0.095167,0,0.000000,0
P1_gaussian,18,3,18,0.000203,0.000271,555,0.092500,0,0.000000,0
P1_gaussian,18,3,19,0.000099,0.000132,552,0.092000,0,0.000000,0
P1_gaussian,18,3,20,0.000043,0.000057,540,0.090000,0,0.000000,0
P1_gaussian,18,3,21,0.000017,0.000022,529,0.088167,0,0.000000,0
P1_gaussian,18,3,22,0.000006,0.000008,501,0.083500,0,0.000000,0
P1_gaussian,18,3,23,0.000002,0.000002,525,0.087500,0,0.000000,0
P1_gaussian,18,4,0,0.000001,0.000002,518,0.086333,0,0.000000,0
P1_gaussian,18,4,1,0.000005,0.000006,529,0.088167,0,0.000000,0
P1_gaussian,18,4,2,0.000015,0.000020,566,0.094333,0,0.000000,0
P1_gaussian,18,4,3,0.000043,0.000057,528,0.088000,0,0.000000,0
P1_gaussian,18,4,4,0.000110,0.000147,536,0.089333,0,0.000000,0
P1_gaussian,18,4,5,0.000254,0.000339,549,0.091500,0,0.000000,0
P1_gaussian,18,4,6,0.000523,0.000698,521,0.086833,0,0.000000,0
P1_gaussian,18,4,7,0.000964,0.001285,521,0.086833,0,0.000000,0
P1_gaussian,18,4,8,0.001589,0.002119,539,0.089833,0,0.000000,0
P1_gaussian,18,4,9,0.002345,0.003126,568,0.094667,0,0.000000,0
P1_gaussian,18,4,10,0.003096,0.004127,561,0.093500,0,0.000000,0
P1_gaussian,18,4,11,0.003657,0.004876,546,0.091000,0,0.000000,0
P1_gaussian,18,4,12,0.003866,0.005155,528,0.088000,0,0.000000,0
P1_gaussian,18,4,13,0.003657,0.004876,527,0.087833,0,0.000000,0
P1_gaussian,18,4,14,0.003096,0.004127,545,0.090833,0,0.000000,0
P1_gaussian,18,4,15,0.002345,0.003126,564,0.094000,0,0.000000,0
P1_gaussian,18,4,16,0.001589,0.002119,551,0.091833,0,0.000000,0
P1_gaussian,18,4,17,0.000964,0.001285,563,0.093833,0,0.000000,0
P1_gaussian,18,4,18,0.000523,0.000698,528,0.088000,0,0.000000,0
P1_gaussian,18,4,19,0.000254,0.000339,551,0.091833,0,0.000000,0
P1_gaussian,18,4,20,0.000110,0.000147,517,0.086167,0,0.000000,0
P1_gaussian,18,4,21,0.000043,0.000057,557,0.092833,0,0.000000,0
P1_gaussian,18,4,22,0.000015,0.000020,550,0.091667,0,0.000000,0
P1_gaussian,18,4,23,0.000005,0.000006,526,0.087667,0,0.000000,0
P1_gaussian,18,5,0,0.000003,0.000004,539,0.089833,0,0.000000,0
P1_gaussian,18,5,1,0.000011,0.000014,554,0.092333,0,0.000000,0
P1_gaussian,18,5,2,0.000034,0.000046,536,0.089333,0,0.000000,0
P1_gaussian,18,5,3,0.000099,0.000132,552,0.092000,0,0.000000,0
P1_gaussian,18,5,4,0.000254,0.000339,530,0.088333,0,0.000000,0
P1_gaussian,18,5,5,0.000585,0.000780,550,0.091667,0,0.000000,0
P1_gaussian,18,5,6,0.001204,0.001605,559,0.093167,0,0.000000,0
P1_gaussian,18,5,7,0.002218,0.002957,543,0.090500,0,0.000000,0
P1_gaussian,18,5,8,0.003657,0.004876,537,0.089500,0,0.000000,0
P1_gaussian,18,5,9,0.005395,0.007194,531,0.088500,0,0.000000,0
P1_gaussian,18,5,10,0.007123,0.009497,538,0.089667,0,0.000000,0
P1_gaussian,18,5,11,0.008415,0.011220,530,0.088333,0,0.000000,0
P1_gaussian,18,5,12,0.008895,0.011861,494,0.082333,0,0.000000,0
P1_gaussian,18,5,13,0.008415,0.011220,520,0.086667,0,0.000000,0
P1_gaussian,18,5,14,0.007123,0.009497,544,0.090667,0,0.000000,0
P1_gaussian,18,5,15,0.005395,0.007194,529,0.088167,0,0.000000,0
P1_gaussian,18,5,16,0.003657,0.004876,530,0.088333,0,0.000000,0
P1_gaussian,18,5,17,0.002218,0.002957,516,0.086000,0,0.000000,0
P1_gaussian,18,5,18,0.001204,0.001605,551,0.091833,0,0.000000,0
P1_gaussian,18,5,19,0.000585,0.000780,534,0.089000,0,0.000000,0
P1_gaussian,18,5,20,0.000254,0.000339,543,0.090500,0,0.000000,0
P1_gaussian,18,5,21,0.000099,0.000132,528,0.088000,0,0.000000,0
P1_gaussian,18,5,22,0.000034,0.000046,529,0.088167,0,0.000000,0
P1_gaussian,18,5,23,0.000011,0.000014,543,0.090500,0,0.000000,0
P1_gaussian,18,6,0,0.000006,0.000008,595,0.099167,0,0.000000,0
P1_gaussian,18,6,1,0.000022,0.000029,595,0.099167,0,0.000000,0
P1_gaussian,18,6,2,0.000071,0.000094,556,0.092667,0,0.000000,0
P1_gaussian,18,6,3,0.000203,0.000271,568,0.094667,0,0.000000,0
P1_gaussian,18,6,4,0.000523,0.000698,567,0.094500,0,0.000000,0
P1_gaussian,18,6,5,0.001204,0.001605,532,0.088667,0,0.000000,0
P1_gaussian,18,6,6,0.002479,0.003305,563,0.093833,0,0.000000,0
P1_gaussian,18,6,7,0.004567,0.006089,533,0.088833,0,0.000000,0
P1_gaussian,18,6,8,0.007530,0.010040,497,0.082833,0,0.000000,0
P1_gaussian,18,6,9,0.011109,0.014812,492,0.082000,0,0.000000,1
P1_gaussian,18,6,10,0.014666,0.019555,479,0.079833,0,0.000000,1
P1_gaussian,18,6,11,0.017326,0.023101,477,0.079500,0,0.000000,1
P1_gaussian,18,6,12,0.018316,0.024421,507,0.084500,0,0.000000,1
P1_gaussian,18,6,13,0.017326,0.023101,513,0.085500,0,0.000000,1
P1_gaussian,18,6,14,0.014666,0.019555,510,0.085000,0,0.000000,1
P1_gaussian,18,6,15,0.011109,0.014812,511,0.085167,0,0.000000,1
P1_gaussian,18,6,16,0.007530,0.010040,519,0.086500,0,0.000000,0
P1_gaussian,18,6,17,0.004567,0.006089,530,0.088333,0,0.000000,0
P1_gaussian,18,6,18,0.002479,0.003305,525,0.087500,0,0.000000,0
P1_gaussian,18,6,19,0.001204,0.001605,538,0.089667,0,0.000000,0
P1_gaussian,18,6,20,0.000523,0.000698,540,0.090000,0,0.000000,0
P1_gaussian,18,6,21,0.000203,0.000271,548,0.091333,0,0.000000,0
P1_gaussian,18,6,22,0.000071,0.000094,560,0.093333,0,0.000000,0
P1_gaussian,18,6,23,0.000022,0.000029,559,0.093167,0,0.000000,0
P1_gaussian,18,7,0,0.000011,0.000015,584,0.097333,0,0.000000,0
P1_gaussian,18,7,1,0.000041,0.000054,561,0.093500,0,0.000000,0
P1_gaussian,18,7,2,0.000130,0.000174,571,0.095167,0,0.000000,0
P1_gaussian,18,7,3,0.000375,0.000500,559,0.093167,0,0.000000,0
P1_gaussian,18,7,4,0.000964,0.001285,544,0.090667,0,0.000000,0
P1_gaussian,18,7,5,0.002218,0.002957,529,0.088167,0,0.000000,0
P1_gaussian,18,7,6,0.004567,0.006089,514,0.085667,0,0.000000,0
P1_gaussian,18,7,7,0.008415,0.011220,523,0.087167,0,0.000000,0
P1_gaussian,18,7,8,0.013873,0.018498,508,0.084667,0,0.000000,1
P1_gaussian,18,7,9,0.020468,0.027291,507,0.084500,0,0.000000,1
P1_gaussian,18,7,10,0.027022,0.036029,479,0.079833,0,0.000000,1
P1_gaussian,18,7,11,0.031922,0.042563,487,0.081167,0,0.000000,1
P1_gaussian,18,7,12,0.033746,0.044995,460,0.076667,0,0.000000,1
P1_gaussian,18,7,13,0.031922,0.042563,491,0.081833,0,0.000000,1
P1_gaussian,18,7,14,0.027022,0.036029,482,0.080333,0,0.000000,1
P1_gaussian,18,7,15,0.020468,0.027291,497,0.082833,0,0.000000,1
P1_gaussian,18,7,16,0.013873,0.018498,513,0.085500,0,0.000000,1
P1_gaussian,18,7,17,0.008415,0.011220,527,0.087833,0,0.000000,0
P1_gaussian,18,7,18,0.004567,0.006089,534,0.089000,0,0.000000,0
P1_gaussian,18,7,19,0.002218,0.002957,547,0.091167,0,0.000000,0
P1_gaussian,18,7,20,0.000964,0.001285,548,0.091333,0,0.000000,0
P1_gaussian,18,7,21,0.000375,0.000500,560,0.093333,0,0.000000,0
P1_gaussian,18,7,22,0.000130,0.000174,559,0.093167,0,0.000000,0
P1_gaussian,18,7,23,0.000041,0.000054,568,0.094667,0,0.000000,0
P1_gaussian,18,8,0,0.000019,0.000025,581,0.096833,0,0.000000,0
P1_gaussian,18,8,1,0.000067,0.000089,577,0.096167,0,0.000000,0
P1_gaussian,18,8,2,0.000215,0.000287,551,0.091833,0,0.000000,0
P1_gaussian,18,8,3,0.000618,0.000824,558,0.093000,0,0.000000,0
P1_gaussian,18,8,4,0.001589,0.002119,560,0.093333,0,0.000000,0
P1_gaussian,18,8,5,0.003657,0.004876,537,0.089500,0,0.000000,0
P1_gaussian,18,8,6,0.007530,0.010040,520,0.086667,0,0.000000,0
P1_gaussian,18,8,7,0.013873,0.018498,512,0.085333,0,0.000000,1
P1_gaussian,18,8,8,0.022873,0.030498,489,0.081500,0,0.000000,1
P1_gaussian,18,8,9,0.033746,0.044995,502,0.083667,0,0.000000,1
P1_gaussian,18,8,10,0.044551,0.059402,482,0.080333,0,0.000000,1
P1_gaussian,18,8,11,0.052631,0.070175,467,0.077833,0,0.000000,1
P1_gaussian,18,8,12,0.055638,0.074184,484,0.080667,0,0.000000,1
P1_gaussian,18,8,13,0.052631,0.070175,458,0.076333,0,0.000000,1
P1_gaussian,18,8,14,0.044551,0.059402,475,0.079167,0,0.000000,1
P1_gaussian,18,8,15,0.033746,0.044995,503,0.083833,0,0.000000,1
P1_gaussian,18,8,16,0.022873,0.030498,515,0.085833,0,0.000000,1
P1_gaussian,18,8,17,0.013873,0.018498,523,0.087167,0,0.000000,1
P1_gaussian,18,8,18,0.007530,0.010040,505,0.084167,0,0.000000,0
P1_gaussian,18,8,19,0.003657,0.004876,519,0.086500,0,0.000000,0
P1_gaussian,18,8,20,0.001589,0.002119,530,0.088333,0,0.000000,0
P1_gaussian,18,8,21,0.000618,0.000824,542,0.090333,0,0.000000,0
P1_gaussian,18,8,22,0.000215,0.000287,583,0.097167,0,0.000000,0
P1_gaussian,18,8,23,0.000067,0.000089,594,0.099000,0,0.000000,0
P1_gaussian,18,9,0,0.000028,0.000037,585,0.097500,0,0.000000,0
P1_gaussian,18,9,1,0.000099,0.000132,577,0.096167,0,0.000000,0
P1_gaussian,18,9,2,0.000317,0.000423,574,0.095667,0,0.000000,0
P1_gaussian,18,9,3,0.000912,0.001216,526,0.087667,0,0.000000,0
P1_gaussian,18,9,4,0.002345,0.003126,544,0.090667,0,0.000000,0
P1_gaussian,18,9,5,0.005395,0.007194,545,0.090833,0,0.000000,0
P1_gaussian,18,9,6,0.011109,0.014812,560,0.093333,0,0.000000,1
P1_gaussian,18,9,7,0.020468,0.027291,493,0.082167,0,0.000000,1
P1_gaussian,18,9,8,0.033746,0.044995,492,0.082000,0,0.000000,1
P1_gaussian,18,9,9,0.049787,0.066383,446,0.074333,0,0.000000,1
P1_gaussian,18,9,10,0.065729,0.087638,455,0.075833,0,0.000000,1
P1_gaussian,18,9,11,0.077649,0.103532,452,0.075333,0,0.000000,1
P1_gaussian,18,9,12,0.082085,0.109447,444,0.074000,0,0.000000,1
P1_gaussian,18,9,13,0.077649,0.103532,436,0.072667,0,0.000000,1
P1_gaussian,18,9,14,0.065729,0.087638,439,0.073167,0,0.000000,1
P1_gaussian,18,9,15,0.049787,0.066383,449,0.074833,0,0.000000,1
P1_gaussian,18,9,16,0.033746,0.044995,499,0.083167,0,0.000000,1
P1_gaussian,18,9,17,0.020468,0.027291,505,0.084167,0,0.000000,1
P1_gaussian,18,9,18,0.011109,0.014812,511,0.085167,0,0.000000,1
P1_gaussian,18,9,19,0.005395,0.007194,530,0.088333,0,0.000000,0
P1_gaussian,18,9,20,0.002345,0.003126,542,0.090333,0,0.000000,0
P1_gaussian,18,9,21,0.000912,0.001216,582,0.097000,0,0.000000,0
P1_gaussian,18,9,22,0.000317,0.000423,571,0.095167,0,0.000000,0
P1_gaussian,18,9,23,0.000099,0.000132,605,0.100833,0,0.000000,0
P1_gaussian,18,10,0,0.000036,0.000048,583,0.097167,0,0.000000,0
P1_gaussian,18,10,1,0.000130,0.000174,587,0.097833,0,0.000000,0
P1_gaussian,18,10,2,0.000419,0.000559,567,0.094500,0,0.000000,0
P1_gaussian,18,10,3,0.001204,0.001605,536,0.089333,0,0.000000,0
P1_gaussian,18,10,4,0.003096,0.004127,558,0.093000,0,0.000000,0
P1_gaussian,18,10,5,0.007123,0.009497,515,0.085833,0,0.000000,0
P1_gaussian,18,10,6,0.014666,0.019555,514,0.085667,0,0.000000,1
P1_gaussian,18,10,7,0.027022,0.036029,500,0.083333,0,0.000000,1
P1_gaussian,18,10,8,0.044551,0.059402,460,0.076667,0,0.000000,1
P1_gaussian,18,10,9,0.065729,0.087638,460,0.076667,0,0.000000,1
P1_gaussian,18,10,10,0.086774,0.115699,450,0.075000,0,0.000000,1
P1_gaussian,18,10,11,0.102512,0.136682,454,0.075667,0,0.000000,1
P1_gaussian,18,10,12,0.108368,0.144491,420,0.070000,0,0.000000,1
P1_gaussian,18,10,13,0.102512,0.136682,416,0.069333,0,0.000000,1
P1_gaussian,18,10,14,0.086774,0.115699,424,0.070667,0,0.000000,1
P1_gaussian,18,10,15,0.065729,0.087638,465,0.077500,0,0.000000,1
P1_gaussian,18,10,16,0.044551,0.059402,436,0.072667,0,0.000000,1
P1_gaussian,18,10,17,0.027022,0.036029,481,0.080167,0,0.000000,1
P1_gaussian,18,10,18,0.014666,0.019555,510,0.085000,0,0.000000,1
P1_gaussian,18,10,19,0.007123,0.009497,535,0.089167,0,0.000000,0
P1_gaussian,18,10,20,0.003096,0.004127,544,0.090667,0,0.000000,0
P1_gaussian,18,10,21,0.001204,0.001605,542,0.090333,0,0.000000,0
P1_gaussian,18,10,22,0.000419,0.000559,566,0.094333,0,0.000000,0
P1_gaussian,18,10,23,0.000130,0.000174,575,0.095833,0,0.000000,0
P1_gaussian,18,11,0,0.000043,0.000057,570,0.095000,0,0.000000,0
P1_gaussian,18,11,1,0.000154,0.000205,576,0.096000,0,0.000000,0
P1_gaussian,18,11,2,0.000495,0.000660,558,0.093000,0,0.000000,0
P1_gaussian,18,11,3,0.001422,0.001896,538,0.089667,0,0.000000,0
P1_gaussian,18,11,4,0.003657,0.004876,536,0.089333,0,0.000000,0
P1_gaussian,18,11,5,0.008415,0.011220,504,0.084000,0,0.000000,0
P1_gaussian,18,11,6,0.017326,0.023101,476,0.079333,0,0.000000,1
P1_gaussian,18,11,7,0.031922,0.042563,472,0.078667,0,0.000000,1
P1_gaussian,18,11,8,0.052631,0.070175,459,0.076500,0,0.000000,1
P1_gaussian,18,11,9,0.077649,0.103532,414,0.069000,0,0.000000,1
P1_gaussian,18,11,10,0.102512,0.136682,428,0.071333,0,0.000000,1
P1_gaussian,18,11,11,0.121103,0.161471,384,0.064000,0,0.000000,1
P1_gaussian,18,11,12,0.128022,0.170696,394,0.065667,0,0.000000,1
P1_gaussian,18,11,13,0.121103,0.161471,412,0.068667,0,0.000000,1
P1_gaussian,18,11,14,0.102512,0.136682,427,0.071167,0,0.000000,1
P1_gaussian,18,11,15,0.077649,0.103532,421,0.070167,0,0.000000,1
P1_gaussian,18,11,16,0.052631,0.070175,454,0.075667,0,0.000000,1
P1_gaussian,18,11,17,0.031922,0.042563,506,0.084333,0,0.000000,1
P1_gaussian,18,11,18,0.017326,0.023101,486,0.081000,0,0.000000,1
P1_gaussian,18,11,19,0.008415,0.011220,494,0.082333,0,0.000000,0
P1_gaussian,18,11,20,0.003657,0.004876,529,0.088167,0,0.000000,0
P1_gaussian,18,11,21,0.001422,0.001896,560,0.093333,0,0.000000,0
P1_gaussian,18,11,22,0.000495,0.000660,552,0.092000,0,0.000000,0
P1_gaussian,18,11,23,0.000154,0.000205,571,0.095167,0,0.000000,0
P1_gaussian,18,12,0,0.000045,0.000061,580,0.096667,0,0.000000,0
P1_gaussian,18,12,1,0.000163,0.000217,575,0.095833,0,0.000000,0
P1_gaussian,18,12,2,0.000523,0.000698,549,0.091500,0,0.000000,0
P1_gaussian,18,12,3,0.001503,0.002005,538,0.089667,0,0.000000,0
P1_gaussian,18,12,4,0.003866,0.005155,532,0.088667,0,0.000000,0
P1_gaussian,18,12,5,0.008895,0.011861,491,0.081833,0,0.000000,0
P1_gaussian,18,12,6,0.018316,0.024421,510,0.085000,0,0.000000,1
P1_gaussian,18,12,7,0.033746,0.044995,513,0.085500,0,0.000000,1
P1_gaussian,18,12,8,0.055638,0.074184,436,0.072667,0,0.000000,1
P1_gaussian,18,12,9,0.082085,0.109447,441,0.073500,0,0.000000,1
P1_gaussian,18,12,10,0.108368,0.144491,439,0.073167,0,0.000000,1
P1_gaussian,18,12,11,0.128022,0.170696,404,0.067333,0,0.000000,1
P1_gaussian,18,12,12,0.135335,0.180447,396,0.066000,0,0.000000,1
P1_gaussian,18,12,13,0.128022,0.170696,397,0.066167,0,0.000000,1
P1_gaussian,18,12,14,0.108368,0.144491,427,0.071167,0,0.000000,1
P1_gaussian,18,12,15,0.082085,0.109447,439,0.073167,0,0.000000,1
P1_gaussian,18,12,16,0.055638,0.074184,447,0.074500,0,0.000000,1
P1_gaussian,18,12,17,0.033746,0.044995,472,0.078667,0,0.000000,1
P1_gaussian,18,12,18,0.018316,0.024421,491,0.081833,0,0.000000,1
P1_gaussian,18,12,19,0.008895,0.011861,513,0.085500,0,0.000000,0
P1_gaussian,18,12,20,0.003866,0.005155,543,0.090500,0,0.000000,0
P1_gaussian,18,12,21,0.001503,0.002005,554,0.092333,0,0.000000,0
P1_gaussian,18,12,22,0.000523,0.000698,553,0.092167,0,0.000000,0
P1_gaussian,18,12,23,0.000163,0.000217,569,0.094833,0,0.000000,0
P1_gaussian,18,13,0,0.000043,0.000057,558,0.093000,0,0.000000,0
P1_gaussian,18,13,1,0.000154,0.000205,581,0.096833,0,0.000000,0
P1_gaussian,18,13,2,0.000495,0.000660,561,0.093500,0,0.000000,0
P1_gaussian,18,13,3,0.001422,0.001896,546,0.091000,0,0.000000,0
P1_gaussian,18,13,4,0.003657,0.004876,528,0.088000,0,0.000000,0
P1_gaussian,18,13,5,0.008415,0.011220,521,0.086833,0,0.000000,0
P1_gaussian,18,13,6,0.017326,0.023101,508,0.084667,0,0.000000,1
P1_gaussian,18,13,7,0.031922,0.042563,481,0.080167,0,0.000000,1
P1_gaussian,18,13,8,0.052631,0.070175,454,0.075667,0,0.000000,1
P1_gaussian,18,13,9,0.077649,0.103532,472,0.078667,0,0.000000,1
P1_gaussian,18,13,10,0.102512,0.136682,431,0.071833,0,0.000000,1
P1_gaussian,18,13,11,0.121103,0.161471,419,0.069833,0,0.000000,1
P1_gaussian,18,13,12,0.128022,0.170696,414,0.069000,0,0.000000,1
P1_gaussian,18,13,13,0.121103,0.161471,396,0.066000,0,0.000000,1
P1_gaussian,18,13,14,0.102512,0.136682,450,0.075000,0,0.000000,1
P1_gaussian,18,13,15,0.077649,0.103532,439,0.073167,0,0.000000,1
P1_gaussian,18,13,16,0.052631,0.070175,425,0.070833,0,0.000000,1
P1_gaussian,18,13,17,0.031922,0.042563,517,0.086167,0,0.000000,1
P1_gaussian,18,13,18,0.017326,0.023101,520,0.086667,0,0.000000,1
P1_gaussian,18,13,19,0.008415,0.011220,537,0.089500,0,0.000000,0
P1_gaussian,18,13,20,0.003657,0.004876,521,0.086833,0,0.000000,0
P1_gaussian,18,13,21,0.001422,0.001896,536,0.089333,0,0.000000,0
P1_gaussian,18,13,22,0.000495,0.000660,561,0.093500,0,0.000000,0
P1_gaussian,18,13,23,0.000154,0.000205,597,0.099500,0,0.000000,0
P1_gaussian,18,14,0,0.000036,0.000048,561,0.093500,0,0.000000,0
P1_gaussian,18,14,1,0.000130,0.000174,563,0.093833,0,0.000000,0
P1_gaussian,18,14,2,0.000419,0.000559,562,0.093667,0,0.000000,0
P1_gaussian,18,14,3,0.001204,0.001605,540,0.090000,0,0.000000,0
P1_gaussian,18,14,4,0.003096,0.004127,540,0.090000,0,0.000000,0
P1_gaussian,18,14,5,0.007123,0.009497,521,0.086833,0,0.000000,0
P1_gaussian,18,14,6,0.014666,0.019555,524,0.087333,0,0.000000,1
P1_gaussian,18,14,7,0.027022,0.036029,471,0.078500,0,0.000000,1
P1_gaussian,18,14,8,0.044551,0.059402,500,0.083333,0,0.000000,1
P1_gaussian,18,14,9,0.065729,0.087638,420,0.070000,0,0.000000,1
P1_gaussian,18,14,10,0.086774,0.115699,444,0.074000,0,0.000000,1
P1_gaussian,18,14,11,0.102512,0.136682,423,0.070500,0,0.000000,1
P1_gaussian,18,14,12,0.108368,0.144491,428,0.071333,0,0.000000,1
P1_gaussian,18,14,13,0.102512,0.136682,429,0.071500,0,0.000000,1
P1_gaussian,18,14,14,0.086774,0.115699,408,0.068000,0,0.000000,1
P1_gaussian,18,14,15,0.065729,0.087638,456,0.076000,0,0.000000,1
P1_gaussian,18,14,16,0.044551,0.059402,471,0.078500,0,0.000000,1
P1_gaussian,18,14,17,0.027022,0.036029,490,0.081667,0,0.000000,1
P1_gaussian,18,14,18,0.014666,0.019555,497,0.082833,0,0.000000,1
P1_gaussian,18,14,19,0.007123,0.009497,518,0.086333,0,0.000000,0
P1_gaussian,18,14,20,0.003096,0.004127,563,0.093833,0,0.000000,0
P1_gaussian,18,14,21,0.001204,0.001605,545,0.090833,0,0.000000,0
P1_gaussian,18,14,22,0.000419,0.000559,565,0.094167,0,0.000000,0
P1_gaussian,18,14,23,0.000130,0.000174,555,0.092500,0,0.000000,0
P1_gaussian,18,15,0,0.000028,0.000037,577,0.096167,0,0.000000,0
P1_gaussian,18,15,1,0.000099,0.000132,607,0.101167,0,0.000000,0
P1_gaussian,18,15,2,0.000317,0.000423,560,0.093333,0,0.000000,0
P1_gaussian,18,15,3,0.000912,0.001216,551,0.091833,0,0.000000,0
P1_gaussian,18,15,4,0.002345,0.003126,554,0.092333,0,0.000000,0
P1_gaussian,18,15,5,0.005395,0.007194,545,0.090833,0,0.000000,0
P1_gaussian,18,15,6,0.011109,0.014812,519,0.086500,0,0.000000,1
P1_gaussian,18,15,7,0.020468,0.027291,468,0.078000,0,0.000000,1
P1_gaussian,18,15,8,0.033746,0.044995,494,0.082333,0,0.000000,1
P1_gaussian,18,15,9,0.049787,0.066383,469,0.078167,0,0.000000,1
P1_gaussian,18,15,10,0.065729,0.087638,456,0.076000,0,0.000000,1
P1_gaussian,18,15,11,0.077649,0.103532,458,0.076333,0,0.000000,1
P1_gaussian,18,15,12,0.082085,0.109447,448,0.074667,0,0.000000,1
P1_gaussian,18,15,13,0.077649,0.103532,438,0.073000,0,0.000000,1
P1_gaussian,18,15,14,0.065729,0.087638,467,0.077833,0,0.000000,1
